Line,EventId,EventTemplate,Content,ParameterList
1654,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_2241654010576170013 terminating,"['0', '2241654010576170013']"
1655,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-8475679647841427708 src: /10.251.75.49:58661 dest: /10.251.75.49:50010,"['-8475679647841427708', '10.251.75.49:58661', '10.251.75.49:50010']"
1656,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_-7794786562417612249 size 67108864,"['10.251.27.63:50010', '-7794786562417612249', '67108864']"
1657,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-2068111211565768713 terminating,"['1', '-2068111211565768713']"
1658,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-7238035741206373733 src: /10.251.202.209:59561 dest: /10.251.202.209:50010,"['-7238035741206373733', '10.251.202.209:59561', '10.251.202.209:50010']"
1659,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001195_0/part-01195. blk_5708405953850477535,"['user/root/rand6/_temporary/_task_200811101024_0013_m_001195_0', '01195', '5708405953850477535']"
1660,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_2253084440592362960 of size 67108864 from /10.251.199.19,"['2253084440592362960', '67108864', '10.251.199.19']"
1661,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_-8127580564011467092 size 67108864,"['10.251.91.32:50010', '-8127580564011467092', '67108864']"
1662,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-8568673600040025636 terminating,"['1', '-8568673600040025636']"
1663,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.242:50010 is added to blk_621685330749869453 size 67108864,"['10.251.107.242:50010', '621685330749869453', '67108864']"
1664,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.230:50010 is added to blk_8663640697928077697 size 67108864,"['10.250.7.230:50010', '8663640697928077697', '67108864']"
1665,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_1508705816376906895 terminating,"['2', '1508705816376906895']"
1666,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-6441360440068187612 of size 67108864 from /10.250.10.100,"['-6441360440068187612', '67108864', '10.250.10.100']"
1667,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_2128110944185709079 terminating,"['1', '2128110944185709079']"
1668,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_871974742726663441 terminating,"['1', '871974742726663441']"
1669,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_8049943837789435742 terminating,"['2', '8049943837789435742']"
1670,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-8246207776580662770 terminating,"['2', '-8246207776580662770']"
1671,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.100:50010 is added to blk_3406384548372443486 size 67108864,"['10.250.11.100:50010', '3406384548372443486', '67108864']"
1672,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.193.175:50010 is added to blk_2460145905812664251 size 67108864,"['10.251.193.175:50010', '2460145905812664251', '67108864']"
1673,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-7207514537719465756 of size 67108864 from /10.251.75.143,"['-7207514537719465756', '67108864', '10.251.75.143']"
1674,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_5216491057643255876 src: /10.251.105.189:55126 dest: /10.251.105.189:50010,"['5216491057643255876', '10.251.105.189:55126', '10.251.105.189:50010']"
1675,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.96:50010 is added to blk_4641147544753118391 size 67108864,"['10.250.7.96:50010', '4641147544753118391', '67108864']"
1676,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-85872290979354091 terminating,"['0', '-85872290979354091']"
1677,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-8310554294841246175 of size 67108864 from /10.251.123.132,"['-8310554294841246175', '67108864', '10.251.123.132']"
1678,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-7293871043749246063 src: /10.251.193.175:59757 dest: /10.251.193.175:50010,"['-7293871043749246063', '10.251.193.175:59757', '10.251.193.175:50010']"
1679,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_3107521534415119817 of size 67108864 from /10.251.193.224,"['3107521534415119817', '67108864', '10.251.193.224']"
1680,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_7194943883245628915 of size 67108864 from /10.251.71.193,"['7194943883245628915', '67108864', '10.251.71.193']"
1681,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-3816036740130815667 of size 3547785 from /10.250.19.227,"['-3816036740130815667', '3547785', '10.250.19.227']"
1682,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-5450224419450631495 of size 67108864 from /10.251.42.84,"['-5450224419450631495', '67108864', '10.251.42.84']"
1683,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_5881782374981838094 src: /10.251.214.18:43091 dest: /10.251.214.18:50010,"['5881782374981838094', '10.251.214.18:43091', '10.251.214.18:50010']"
1684,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_7078766226078740026 terminating,"['1', '7078766226078740026']"
1685,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-7380871572601322244 of size 67108864 from /10.251.121.224,"['-7380871572601322244', '67108864', '10.251.121.224']"
1686,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_3846795603907041885 src: /10.250.10.176:47296 dest: /10.250.10.176:50010,"['3846795603907041885', '10.250.10.176:47296', '10.250.10.176:50010']"
1687,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_7922331746517419368 of size 67108864 from /10.251.199.19,"['7922331746517419368', '67108864', '10.251.199.19']"
1688,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_155320394753274773 of size 67108864 from /10.251.201.204,"['155320394753274773', '67108864', '10.251.201.204']"
1689,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-5722491454804415982 terminating,"['2', '-5722491454804415982']"
1690,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-3482997549732691785 of size 67108864 from /10.251.122.79,"['-3482997549732691785', '67108864', '10.251.122.79']"
1691,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_6417614801998326532 src: /10.251.214.67:48694 dest: /10.251.214.67:50010,"['6417614801998326532', '10.251.214.67:48694', '10.251.214.67:50010']"
1692,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-1090213273274684471 of size 67108864 from /10.251.214.130,"['-1090213273274684471', '67108864', '10.251.214.130']"
1693,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-3738901473077208093 src: /10.251.199.150:49679 dest: /10.251.199.150:50010,"['-3738901473077208093', '10.251.199.150:49679', '10.251.199.150:50010']"
1694,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001850_0/part-01850. blk_-4312777901444596370,"['user/root/rand6/_temporary/_task_200811101024_0013_m_001850_0', '01850', '-4312777901444596370']"
1695,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001835_0/part-01835. blk_6178964531181542074,"['user/root/rand6/_temporary/_task_200811101024_0013_m_001835_0', '01835', '6178964531181542074']"
1696,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_8550326614414622861 terminating,"['0', '8550326614414622861']"
1697,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-6525012344542022819 terminating,"['0', '-6525012344542022819']"
1698,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001983_0/part-01983. blk_8861349372992394289,"['user/root/rand6/_temporary/_task_200811101024_0013_m_001983_0', '01983', '8861349372992394289']"
1699,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-1049340855430710153 terminating,"['2', '-1049340855430710153']"
1700,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_703049809255765647 terminating,"['1', '703049809255765647']"
1701,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-7460532841070848624 src: /10.250.15.67:55076 dest: /10.250.15.67:50010,"['-7460532841070848624', '10.250.15.67:55076', '10.250.15.67:50010']"
1702,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-7623732795385061487 src: /10.251.122.65:40641 dest: /10.251.122.65:50010,"['-7623732795385061487', '10.251.122.65:40641', '10.251.122.65:50010']"
1703,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_002009_1/part-02009. blk_-7367386750462511488,"['user/root/rand6/_temporary/_task_200811101024_0013_m_002009_1', '02009', '-7367386750462511488']"
1704,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-1237539644269634790 size 67108864,"['10.251.111.228:50010', '-1237539644269634790', '67108864']"
1705,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_7713504868233504097 src: /10.251.127.191:36437 dest: /10.251.127.191:50010,"['7713504868233504097', '10.251.127.191:36437', '10.251.127.191:50010']"
1706,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_8005746184358076390 size 67108864,"['10.251.65.203:50010', '8005746184358076390', '67108864']"
1707,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_955083461510572332 of size 41287838 from /10.251.107.242,"['955083461510572332', '41287838', '10.251.107.242']"
1708,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_283922378823540530 terminating,"['0', '283922378823540530']"
1709,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_4471044334742081825 is added to invalidSet of 10.250.15.198:50010,"['4471044334742081825', '10.250.15.198:50010']"
1710,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_-3671953658029337449 is added to invalidSet of 10.250.14.143:50010,"['-3671953658029337449', '10.250.14.143:50010']"
1711,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_-75893538967225087 is added to invalidSet of 10.250.15.198:50010,"['-75893538967225087', '10.250.15.198:50010']"
1712,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_805187982300776163 is added to invalidSet of 10.251.73.188:50010,"['805187982300776163', '10.251.73.188:50010']"
1713,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_4631777956354958682 is added to invalidSet of 10.251.30.134:50010,"['4631777956354958682', '10.251.30.134:50010']"
1714,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_-7595375726951801956 is added to invalidSet of 10.251.122.79:50010,"['-7595375726951801956', '10.251.122.79:50010']"
1715,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_-4681205519208992498 is added to invalidSet of 10.250.6.191:50010,"['-4681205519208992498', '10.250.6.191:50010']"
1716,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_5702487846232575705 is added to invalidSet of 10.250.14.38:50010,"['5702487846232575705', '10.250.14.38:50010']"
1717,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_4834069779372284635 is added to invalidSet of 10.251.71.97:50010,"['4834069779372284635', '10.251.71.97:50010']"
1718,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_3735517274901501821 is added to invalidSet of 10.250.6.4:50010,"['3735517274901501821', '10.250.6.4:50010']"
1719,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_5018797996887008111 is added to invalidSet of 10.251.89.155:50010,"['5018797996887008111', '10.251.89.155:50010']"
1720,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_-566178736644429906 is added to invalidSet of 10.251.70.37:50010,"['-566178736644429906', '10.251.70.37:50010']"
1721,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_-8121498678081035000 is added to invalidSet of 10.250.11.100:50010,"['-8121498678081035000', '10.250.11.100:50010']"
1722,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_7996616083434301906 src: /10.251.123.195:53947 dest: /10.251.123.195:50010,"['7996616083434301906', '10.251.123.195:53947', '10.251.123.195:50010']"
1723,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_6888300867578983331 file /mnt/hadoop/dfs/data/current/subdir46/blk_6888300867578983331,"['6888300867578983331', 'mnt/hadoop/dfs/data/current/subdir46', '6888300867578983331']"
1724,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_7625391056418655045 terminating,"['0', '7625391056418655045']"
1725,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-8443921001690182522 file /mnt/hadoop/dfs/data/current/subdir33/blk_-8443921001690182522,"['-8443921001690182522', 'mnt/hadoop/dfs/data/current/subdir33', '-8443921001690182522']"
1726,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_706826531153199550 src: /10.250.5.161:58254 dest: /10.250.5.161:50010,"['706826531153199550', '10.250.5.161:58254', '10.250.5.161:50010']"
1727,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-7446091384471755694 file /mnt/hadoop/dfs/data/current/subdir30/blk_-7446091384471755694,"['-7446091384471755694', 'mnt/hadoop/dfs/data/current/subdir30', '-7446091384471755694']"
